INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
5101166	10354:2:1	1	223	200	1	1	414	0	5	1	7	0
5101167	10355:2:1	1	190	200	1	1	414	0	5	1	7	0
5101168	10357:2:1	1	190	200	1	1	414	0	5	1	7	0
5101169	10358:2:1	1	160	200	1	1	414	8	5	1	7	0
5101170	10359:2:1	1	160	200	1	1	414	11	5	1	7	0
5101171	10360:2:1	1	223	200	1	1	414	0	5	1	7	0
5110001	20002:2:1	10	1	70	1	1	414	0	5	1	7	0
5110002	20003:2:1	10	1	70	1	1	414	0	5	1	7	0
5110003	20004:2:1	10	1	70	1	1	414	0	5	1	7	0
5110004	20006:2:1	10	1	70	1	1	414	0	5	1	7	0
5110005	20007:2:1	10	1	70	1	1	414	0	5	1	7	0
5110006	20008:2:1	10	1	70	1	1	414	0	5	1	7	0
5110007	10252:2:1	10	1	0	1	0	0	0	5	1	7	0
5110008	10253:2:1	10	1	0	1	0	0	0	5	1	7	0
5110009	10254:2:1	10	1	0	1	0	0	0	5	1	7	0
5110010	10255:2:1	10	1	0	1	0	0	0	5	1	7	0
5110011	10257:2:1	10	1	0	1	0	0	0	5	1	7	0
5110012	10258:2:1	10	1	0	1	0	0	0	5	1	7	0
5110013	10259:2:1	10	1	0	1	0	0	0	5	1	7	0
5110014	10260:2:1	10	1	0	1	0	0	0	5	1	7	0
5101172	50019:2:1	1	800	100	1	1	414	3	5	1	7	1
5101173	50029:2:1	1	800	100	1	1	414	6	5	1	7	1
5101174	50049:2:1	1	800	100	1	1	414	9	5	1	7	1
5101175	50059:2:1	1	800	100	1	1	414	12	5	1	7	1
5101176	50009:2:1	1	300	100	1	1	414	13	5	1	7	1
5101177	50039:2:1	1	300	100	1	1	414	14	5	1	7	1
5201001	100:1:1	1	300000	0	1	0	0	0	5	8	14	0
5201002	101:1:1	1	400000	0	1	0	0	0	5	8	14	0
5201003	102:1:1	1	200000	0	1	0	0	0	5	8	14	0
5201004	103:1:1	1	40000	0	1	0	0	0	5	8	14	0
5201005	104:1:1	1	8000	0	1	0	0	0	5	8	14	0
5201006	105:1:1	1	2000	0	1	1	0	0	5	8	14	0
5201007	106:1:1	1	600	0	1	1	414	0	5	8	14	0
5201008	107:1:1	1	300	0	1	1	414	0	5	8	14	0
5201009	150:1:1	1	300000	0	1	0	0	0	5	8	14	0
5201010	151:1:1	1	400000	0	1	0	0	0	5	8	14	0
5201011	152:1:1	1	150000	0	1	0	0	0	5	8	14	0
5201012	153:1:1	1	60000	0	1	0	0	0	5	8	14	0
5201013	154:1:1	1	15000	0	1	0	0	0	5	8	14	0
5201014	155:1:1	1	3000	0	1	1	0	0	5	8	14	0
5201015	156:1:1	1	900	0	1	1	414	0	5	8	14	0
5201016	157:1:1	1	450	0	1	1	414	0	5	8	14	0
5201017	565:1:1	1	41400	0	1	0	0	0	5	8	14	0
5201018	20001:2:1	1	200	200	1	1	414	1	5	8	14	0
5201019	20002:2:1	1	600	70	1	1	414	0	5	8	14	0
5201020	20003:2:1	1	600	70	1	1	414	2	5	8	14	0
5201021	20004:2:1	1	600	70	1	1	414	0	5	8	14	0
5201022	20005:2:1	1	200	200	1	1	414	4	5	8	14	0
5201023	20006:2:1	1	600	70	1	1	414	0	5	8	14	0
5201024	20007:2:1	1	600	70	1	1	414	5	5	8	14	0
5201025	20008:2:1	1	600	70	1	1	414	0	5	8	14	0
5201026	10151:2:1	1	4000	0	1	0	0	0	5	8	14	0
5201027	10156:2:1	1	6000	0	1	0	0	0	5	8	14	0
5201028	10161:2:1	1	4000	0	1	0	0	0	5	8	14	0
5201029	10166:2:1	1	6000	0	1	0	0	0	5	8	14	0
5201030	10171:2:1	1	4000	0	1	1	0	0	5	8	14	0
5201031	10176:2:1	1	6000	0	1	1	0	0	5	8	14	0
5201032	10181:2:1	1	1600	0	1	1	0	0	5	8	14	0
5201033	10186:2:1	1	2400	0	1	1	0	0	5	8	14	0
5201034	10191:2:1	1	1200	0	1	1	0	0	5	8	14	0
5201035	10196:2:1	1	1800	0	1	1	0	0	5	8	14	0
5201036	10201:2:1	1	1520	0	1	1	414	0	5	8	14	0
5201037	10206:2:1	1	2280	0	1	1	414	0	5	8	14	0
5201038	10211:2:1	1	1280	0	1	1	414	0	5	8	14	0
5201039	10216:2:1	1	1920	0	1	1	414	0	5	8	14	0
5201040	10221:2:1	1	1040	0	1	1	414	0	5	8	14	0
5201041	10226:2:1	1	1560	0	1	1	414	0	5	8	14	0
5201042	10231:2:1	1	800	0	1	1	414	0	5	8	14	0
5201043	10236:2:1	1	1200	0	1	1	414	0	5	8	14	0
5201044	10241:2:1	1	560	50	1	1	414	0	5	8	14	0
5201045	10246:2:1	1	840	50	1	1	414	0	5	8	14	0
5201046	10251:2:1	1	400	100	1	1	414	0	5	8	14	0
5201047	10256:2:1	1	600	100	1	1	414	0	5	8	14	0
5201048	10261:2:1	1	240	150	1	1	414	0	5	8	14	0
5201049	10266:2:1	1	360	150	1	1	414	0	5	8	14	0
5201050	10271:2:1	1	120	200	1	1	414	0	5	8	14	0
5201051	10276:2:1	1	180	200	1	1	414	0	5	8	14	0
5201052	10281:2:1	1	95	200	1	1	414	0	5	8	14	0
5201053	10286:2:1	1	143	200	1	1	414	0	5	8	14	0
5201054	10291:2:1	1	80	200	1	1	414	7	5	8	14	0
5201055	10296:2:1	1	120	200	1	1	414	10	5	8	14	0
5202001	10202:2:1	2	1820	0	1	0	0	0	5	8	14	0
5202002	10203:2:1	2	1820	0	1	0	0	0	5	8	14	0
5202003	10204:2:1	2	1820	0	1	0	0	0	5	8	14	0
5202004	10205:2:1	2	1560	0	1	0	0	0	5	8	14	0
5202005	10207:2:1	2	1560	0	1	0	0	0	5	8	14	0
5202006	10208:2:1	2	1300	0	1	0	0	0	5	8	14	0
5202007	10209:2:1	2	1300	0	1	0	0	0	5	8	14	0
5202008	10210:2:1	2	1820	0	1	0	0	0	5	8	14	0
5201056	10212:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201057	10213:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201058	10214:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201059	10215:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201060	10217:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201061	10218:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201062	10219:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201063	10220:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201064	10222:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201065	10223:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201066	10224:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201067	10225:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201068	10227:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201069	10228:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201070	10229:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201071	10230:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201072	10232:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201073	10233:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201074	10234:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201075	10235:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201076	10237:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201077	10238:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201078	10239:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201079	10240:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201080	10242:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201081	10243:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201082	10244:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201083	10245:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201084	10247:2:1	1	1560	0	1	0	0	0	5	8	14	0
5201085	10248:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201086	10249:2:1	1	1300	0	1	0	0	0	5	8	14	0
5201087	10250:2:1	1	1820	0	1	0	0	0	5	8	14	0
5201088	10252:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201089	10253:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201090	10254:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201091	10255:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201092	10257:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201093	10258:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201094	10259:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201095	10260:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201096	10262:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201097	10263:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201098	10264:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201099	10265:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201100	10267:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201101	10268:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201102	10269:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201103	10270:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201104	10272:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201105	10273:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201106	10274:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201107	10275:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201108	10277:2:1	1	1320	0	1	1	0	0	5	8	14	0
5201109	10278:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201110	10279:2:1	1	1100	0	1	1	0	0	5	8	14	0
5201111	10280:2:1	1	1540	0	1	1	0	0	5	8	14	0
5201112	10282:2:1	1	980	0	1	1	0	0	5	8	14	0
5201113	10283:2:1	1	980	0	1	1	0	0	5	8	14	0
5201114	10284:2:1	1	980	0	1	1	0	0	5	8	14	0
5201115	10285:2:1	1	840	0	1	1	0	0	5	8	14	0
5201116	10287:2:1	1	840	0	1	1	0	0	5	8	14	0
5201117	10288:2:1	1	700	0	1	1	0	0	5	8	14	0
5201118	10289:2:1	1	700	0	1	1	0	0	5	8	14	0
5201119	10290:2:1	1	980	0	1	1	0	0	5	8	14	0
5201120	10292:2:1	1	700	0	1	1	0	0	5	8	14	0
5201121	10293:2:1	1	700	0	1	1	0	0	5	8	14	0
5201122	10294:2:1	1	700	0	1	1	0	0	5	8	14	0
5201123	10295:2:1	1	600	0	1	1	0	0	5	8	14	0
5201124	10297:2:1	1	600	0	1	1	0	0	5	8	14	0
5201125	10298:2:1	1	500	0	1	1	0	0	5	8	14	0
5201126	10299:2:1	1	500	0	1	1	0	0	5	8	14	0
5201127	10300:2:1	1	700	0	1	1	0	0	5	8	14	0
5201128	10302:2:1	1	503	0	1	1	414	0	5	8	14	0
5201129	10303:2:1	1	503	0	1	1	414	0	5	8	14	0
5201130	10304:2:1	1	503	0	1	1	414	0	5	8	14	0
5201131	10305:2:1	1	430	0	1	1	414	0	5	8	14	0
5201132	10307:2:1	1	430	0	1	1	414	0	5	8	14	0
5201133	10308:2:1	1	360	0	1	1	414	0	5	8	14	0
5201134	10309:2:1	1	360	0	1	1	414	0	5	8	14	0
5201135	10310:2:1	1	503	0	1	1	414	0	5	8	14	0
5201136	10312:2:1	1	447	0	1	1	414	0	5	8	14	0
5201137	10313:2:1	1	447	0	1	1	414	0	5	8	14	0
5201138	10314:2:1	1	447	0	1	1	414	0	5	8	14	0
5201139	10315:2:1	1	383	0	1	1	414	0	5	8	14	0
5201140	10317:2:1	1	383	0	1	1	414	0	5	8	14	0
5201141	10318:2:1	1	320	0	1	1	414	0	5	8	14	0
5201142	10319:2:1	1	320	0	1	1	414	0	5	8	14	0
5201143	10320:2:1	1	447	0	1	1	414	0	5	8	14	0
5201144	10322:2:1	1	390	50	1	1	414	0	5	8	14	0
5201145	10323:2:1	1	390	50	1	1	414	0	5	8	14	0
5201146	10324:2:1	1	390	50	1	1	414	0	5	8	14	0
5201147	10325:2:1	1	335	50	1	1	414	0	5	8	14	0
5201148	10327:2:1	1	335	50	1	1	414	0	5	8	14	0
5201149	10328:2:1	1	280	50	1	1	414	0	5	8	14	0
5201150	10329:2:1	1	280	50	1	1	414	0	5	8	14	0
5201151	10330:2:1	1	390	50	1	1	414	0	5	8	14	0
5201152	10332:2:1	1	335	100	1	1	414	0	5	8	14	0
5201153	10333:2:1	1	335	100	1	1	414	0	5	8	14	0
5201154	10334:2:1	1	335	100	1	1	414	0	5	8	14	0
5201155	10335:2:1	1	287	100	1	1	414	0	5	8	14	0
5201156	10337:2:1	1	287	100	1	1	414	0	5	8	14	0
5201157	10338:2:1	1	240	100	1	1	414	0	5	8	14	0
5201158	10339:2:1	1	240	100	1	1	414	0	5	8	14	0
5201159	10340:2:1	1	335	100	1	1	414	0	5	8	14	0
5201160	10342:2:1	1	280	100	1	1	414	0	5	8	14	0
5201161	10343:2:1	1	280	100	1	1	414	0	5	8	14	0
5201162	10344:2:1	1	280	100	1	1	414	0	5	8	14	0
5201163	10345:2:1	1	240	100	1	1	414	0	5	8	14	0
5201164	10347:2:1	1	240	100	1	1	414	0	5	8	14	0
5201165	10348:2:1	1	200	100	1	1	414	0	5	8	14	0
5201166	10349:2:1	1	200	100	1	1	414	0	5	8	14	0
5201167	10350:2:1	1	280	100	1	1	414	0	5	8	14	0
5201168	10352:2:1	1	223	150	1	1	414	0	5	8	14	0
5201169	10353:2:1	1	223	150	1	1	414	0	5	8	14	0
5201170	10354:2:1	1	223	150	1	1	414	0	5	8	14	0
5201171	10355:2:1	1	190	150	1	1	414	0	5	8	14	0
5201172	10357:2:1	1	190	150	1	1	414	0	5	8	14	0
5201173	10358:2:1	1	160	150	1	1	414	0	5	8	14	0
5201174	10359:2:1	1	160	150	1	1	414	0	5	8	14	0
5201175	10360:2:1	1	223	150	1	1	414	0	5	8	14	0
5201176	10362:2:1	1	110	200	1	1	414	0	5	8	14	0
5201177	10363:2:1	1	110	200	1	1	414	0	5	8	14	0
5201178	10364:2:1	1	110	200	1	1	414	0	5	8	14	0
5201179	10365:2:1	1	95	200	1	1	414	0	5	8	14	0
5201180	10367:2:1	1	95	200	1	1	414	0	5	8	14	0
5201181	10368:2:1	1	80	200	1	1	414	8	5	8	14	0
5201182	10369:2:1	1	80	200	1	1	414	11	5	8	14	0
5201183	10370:2:1	1	110	200	1	1	414	0	5	8	14	0
5210001	20002:2:1	10	1	70	1	1	414	0	5	8	14	0
5210002	20003:2:1	10	1	70	1	1	414	0	5	8	14	0
5210003	20004:2:1	10	1	70	1	1	414	0	5	8	14	0
5210004	20006:2:1	10	1	70	1	1	414	0	5	8	14	0
5210005	20007:2:1	10	1	70	1	1	414	0	5	8	14	0
5210006	20008:2:1	10	1	70	1	1	414	0	5	8	14	0
5210007	10262:2:1	10	1	0	1	0	0	0	5	8	14	0
5210008	10263:2:1	10	1	0	1	0	0	0	5	8	14	0
5210009	10264:2:1	10	1	0	1	0	0	0	5	8	14	0
5210010	10265:2:1	10	1	0	1	0	0	0	5	8	14	0
5210011	10267:2:1	10	1	0	1	0	0	0	5	8	14	0
5210012	10268:2:1	10	1	0	1	0	0	0	5	8	14	0
5210013	10269:2:1	10	1	0	1	0	0	0	5	8	14	0
5210014	10270:2:1	10	1	0	1	0	0	0	5	8	14	0
5201184	50019:2:1	1	800	100	1	1	414	3	5	8	14	1
5201185	50029:2:1	1	800	100	1	1	414	6	5	8	14	1
5201186	50049:2:1	1	800	100	1	1	414	9	5	8	14	1
5201187	50059:2:1	1	800	100	1	1	414	12	5	8	14	1
5201188	50009:2:1	1	300	100	1	1	414	13	5	8	14	1
5201189	50039:2:1	1	300	100	1	1	414	14	5	8	14	1
5301001	100:1:1	1	300000	0	1	0	0	0	5	15	30	0
5301002	101:1:1	1	400000	0	1	0	0	0	5	15	30	0
5301003	102:1:1	1	200000	0	1	0	0	0	5	15	30	0
5301004	103:1:1	1	40000	0	1	0	0	0	5	15	30	0
5301005	104:1:1	1	8000	0	1	0	0	0	5	15	30	0
5301006	105:1:1	1	2000	0	1	1	0	0	5	15	30	0
5301007	106:1:1	1	600	0	1	1	414	0	5	15	30	0
5301008	107:1:1	1	300	0	1	1	414	0	5	15	30	0
5301009	150:1:1	1	300000	0	1	0	0	0	5	15	30	0
5301010	151:1:1	1	400000	0	1	0	0	0	5	15	30	0
5301011	152:1:1	1	150000	0	1	0	0	0	5	15	30	0
5301012	153:1:1	1	60000	0	1	0	0	0	5	15	30	0
5301013	154:1:1	1	15000	0	1	0	0	0	5	15	30	0
5301014	155:1:1	1	3000	0	1	1	0	0	5	15	30	0
5301015	156:1:1	1	900	0	1	1	414	0	5	15	30	0
5301016	157:1:1	1	450	0	1	1	414	0	5	15	30	0
5301017	565:1:1	1	41400	0	1	0	0	0	5	15	30	0
5301018	20001:2:1	1	200	200	1	1	414	1	5	15	30	0
5301019	20002:2:1	1	600	70	1	1	414	0	5	15	30	0
5301020	20003:2:1	1	600	70	1	1	414	2	5	15	30	0
5301021	20004:2:1	1	600	70	1	1	414	0	5	15	30	0
5301022	20005:2:1	1	200	200	1	1	414	4	5	15	30	0
5301023	20006:2:1	1	600	70	1	1	414	0	5	15	30	0
5301024	20007:2:1	1	600	70	1	1	414	5	5	15	30	0
5301025	20008:2:1	1	600	70	1	1	414	0	5	15	30	0
5301026	10151:2:1	1	4000	0	1	0	0	0	5	15	30	0
5301027	10156:2:1	1	6000	0	1	0	0	0	5	15	30	0
5301028	10161:2:1	1	4000	0	1	0	0	0	5	15	30	0
5301029	10166:2:1	1	6000	0	1	0	0	0	5	15	30	0
5301030	10171:2:1	1	4000	0	1	1	0	0	5	15	30	0
5301031	10176:2:1	1	6000	0	1	1	0	0	5	15	30	0
5301032	10181:2:1	1	1600	0	1	1	0	0	5	15	30	0
5301033	10186:2:1	1	2400	0	1	1	0	0	5	15	30	0
5301034	10191:2:1	1	1200	0	1	1	0	0	5	15	30	0
5301035	10196:2:1	1	1800	0	1	1	0	0	5	15	30	0
5301036	10201:2:1	1	1520	0	1	1	414	0	5	15	30	0
5301037	10206:2:1	1	2280	0	1	1	414	0	5	15	30	0
5301038	10211:2:1	1	1280	0	1	1	414	0	5	15	30	0
5301039	10216:2:1	1	1920	0	1	1	414	0	5	15	30	0
5301040	10221:2:1	1	1040	0	1	1	414	0	5	15	30	0
5301041	10226:2:1	1	1560	0	1	1	414	0	5	15	30	0
5301042	10231:2:1	1	800	0	1	1	414	0	5	15	30	0
5301043	10236:2:1	1	1200	0	1	1	414	0	5	15	30	0
5301044	10241:2:1	1	560	30	1	1	414	0	5	15	30	0
5301045	10246:2:1	1	840	30	1	1	414	0	5	15	30	0
5301046	10251:2:1	1	400	60	1	1	414	0	5	15	30	0
5301047	10256:2:1	1	600	60	1	1	414	0	5	15	30	0
5301048	10261:2:1	1	240	100	1	1	414	0	5	15	30	0
5301049	10266:2:1	1	360	100	1	1	414	0	5	15	30	0
5301050	10271:2:1	1	120	150	1	1	414	0	5	15	30	0
5301051	10276:2:1	1	180	150	1	1	414	0	5	15	30	0
5301052	10281:2:1	1	95	200	1	1	414	0	5	15	30	0
5301053	10286:2:1	1	143	200	1	1	414	0	5	15	30	0
5301054	10291:2:1	1	80	200	1	1	414	0	5	15	30	0
5301055	10296:2:1	1	120	200	1	1	414	0	5	15	30	0
5301056	10301:2:1	1	63	200	1	1	414	7	5	15	30	0
5301057	10306:2:1	1	95	200	1	1	414	10	5	15	30	0
5302001	10202:2:1	2	1820	0	1	0	0	0	5	15	30	0
5302002	10203:2:1	2	1820	0	1	0	0	0	5	15	30	0
5302003	10204:2:1	2	1820	0	1	0	0	0	5	15	30	0
5302004	10205:2:1	2	1560	0	1	0	0	0	5	15	30	0
5302005	10207:2:1	2	1560	0	1	0	0	0	5	15	30	0
5302006	10208:2:1	2	1300	0	1	0	0	0	5	15	30	0
5302007	10209:2:1	2	1300	0	1	0	0	0	5	15	30	0
5302008	10210:2:1	2	1820	0	1	0	0	0	5	15	30	0
5301058	10212:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301059	10213:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301060	10214:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301061	10215:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301062	10217:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301063	10218:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301064	10219:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301065	10220:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301066	10222:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301067	10223:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301068	10224:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301069	10225:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301070	10227:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301071	10228:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301072	10229:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301073	10230:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301074	10232:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301075	10233:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301076	10234:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301077	10235:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301078	10237:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301079	10238:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301080	10239:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301081	10240:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301082	10242:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301083	10243:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301084	10244:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301085	10245:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301086	10247:2:1	1	1560	0	1	0	0	0	5	15	30	0
5301087	10248:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301088	10249:2:1	1	1300	0	1	0	0	0	5	15	30	0
5301089	10250:2:1	1	1820	0	1	0	0	0	5	15	30	0
5301090	10252:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301091	10253:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301092	10254:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301093	10255:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301094	10257:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301095	10258:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301096	10259:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301097	10260:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301098	10262:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301099	10263:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301100	10264:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301101	10265:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301102	10267:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301103	10268:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301104	10269:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301105	10270:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301106	10272:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301107	10273:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301108	10274:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301109	10275:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301110	10277:2:1	1	1320	0	1	1	0	0	5	15	30	0
5301111	10278:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301112	10279:2:1	1	1100	0	1	1	0	0	5	15	30	0
5301113	10280:2:1	1	1540	0	1	1	0	0	5	15	30	0
5301114	10282:2:1	1	980	0	1	1	0	0	5	15	30	0
5301115	10283:2:1	1	980	0	1	1	0	0	5	15	30	0
5301116	10284:2:1	1	980	0	1	1	0	0	5	15	30	0
5301117	10285:2:1	1	840	0	1	1	0	0	5	15	30	0
5301118	10287:2:1	1	840	0	1	1	0	0	5	15	30	0
5301119	10288:2:1	1	700	0	1	1	0	0	5	15	30	0
5301120	10289:2:1	1	700	0	1	1	0	0	5	15	30	0
5301121	10290:2:1	1	980	0	1	1	0	0	5	15	30	0
5301122	10292:2:1	1	700	0	1	1	0	0	5	15	30	0
5301123	10293:2:1	1	700	0	1	1	0	0	5	15	30	0
5301124	10294:2:1	1	700	0	1	1	0	0	5	15	30	0
5301125	10295:2:1	1	600	0	1	1	0	0	5	15	30	0
5301126	10297:2:1	1	600	0	1	1	0	0	5	15	30	0
5301127	10298:2:1	1	500	0	1	1	0	0	5	15	30	0
5301128	10299:2:1	1	500	0	1	1	0	0	5	15	30	0
5301129	10300:2:1	1	700	0	1	1	0	0	5	15	30	0
5301130	10302:2:1	1	503	0	1	1	414	0	5	15	30	0
5301131	10303:2:1	1	503	0	1	1	414	0	5	15	30	0
5301132	10304:2:1	1	503	0	1	1	414	0	5	15	30	0
5301133	10305:2:1	1	430	0	1	1	414	0	5	15	30	0
5301134	10307:2:1	1	430	0	1	1	414	0	5	15	30	0
5301135	10308:2:1	1	360	0	1	1	414	0	5	15	30	0
5301136	10309:2:1	1	360	0	1	1	414	0	5	15	30	0
5301137	10310:2:1	1	503	0	1	1	414	0	5	15	30	0
5301138	10312:2:1	1	447	0	1	1	414	0	5	15	30	0
5301139	10313:2:1	1	447	0	1	1	414	0	5	15	30	0
5301140	10314:2:1	1	447	0	1	1	414	0	5	15	30	0
5301141	10315:2:1	1	383	0	1	1	414	0	5	15	30	0
5301142	10317:2:1	1	383	0	1	1	414	0	5	15	30	0
5301143	10318:2:1	1	320	0	1	1	414	0	5	15	30	0
5301144	10319:2:1	1	320	0	1	1	414	0	5	15	30	0
5301145	10320:2:1	1	447	0	1	1	414	0	5	15	30	0
5301146	10322:2:1	1	390	0	1	1	414	0	5	15	30	0
5301147	10323:2:1	1	390	0	1	1	414	0	5	15	30	0
5301148	10324:2:1	1	390	0	1	1	414	0	5	15	30	0
5301149	10325:2:1	1	335	0	1	1	414	0	5	15	30	0
5301150	10327:2:1	1	335	0	1	1	414	0	5	15	30	0
5301151	10328:2:1	1	280	0	1	1	414	0	5	15	30	0
5301152	10329:2:1	1	280	0	1	1	414	0	5	15	30	0
5301153	10330:2:1	1	390	0	1	1	414	0	5	15	30	0
5301154	10332:2:1	1	335	50	1	1	414	0	5	15	30	0
5301155	10333:2:1	1	335	50	1	1	414	0	5	15	30	0
5301156	10334:2:1	1	335	50	1	1	414	0	5	15	30	0
5301157	10335:2:1	1	287	50	1	1	414	0	5	15	30	0
5301158	10337:2:1	1	287	50	1	1	414	0	5	15	30	0
5301159	10338:2:1	1	240	50	1	1	414	0	5	15	30	0
5301160	10339:2:1	1	240	50	1	1	414	0	5	15	30	0
5301161	10340:2:1	1	335	50	1	1	414	0	5	15	30	0
5301162	10342:2:1	1	280	100	1	1	414	0	5	15	30	0
5301163	10343:2:1	1	280	100	1	1	414	0	5	15	30	0
5301164	10344:2:1	1	280	100	1	1	414	0	5	15	30	0
5301165	10345:2:1	1	240	100	1	1	414	0	5	15	30	0
5301166	10347:2:1	1	240	100	1	1	414	0	5	15	30	0
5301167	10348:2:1	1	200	100	1	1	414	0	5	15	30	0
5301168	10349:2:1	1	200	100	1	1	414	0	5	15	30	0
5301169	10350:2:1	1	280	100	1	1	414	0	5	15	30	0
5301170	10352:2:1	1	223	150	1	1	414	0	5	15	30	0
5301171	10353:2:1	1	223	150	1	1	414	0	5	15	30	0
5301172	10354:2:1	1	223	150	1	1	414	0	5	15	30	0
5301173	10355:2:1	1	190	150	1	1	414	0	5	15	30	0
