INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
10032	神刀灭魔天君★☆☆☆	10016	2000	3	500000000	0	0	1400000	1400000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	113	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	3	136	2500000000	1	10016	0	0	0	0	0	0	0	1		1	952:1:20:1	1
10033	幽冥世界天君★★☆☆	10017	2000	3	500000000	0	0	1700000	1700000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	124	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	3	136	2500000000	1	10017	0	0	0	0	0	0	0	1		1	952:1:20:1	1
10034	诛仙修罗天君★★★☆	10018	2000	3	500000000	0	0	2000000	2000000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	123	fj021	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	3	136	3000000000	1	10018	0	0	0	0	0	0	0	1		1	952:1:20:1	1
10035	九劫圣战天君★★★★	10019	2000	3	500000000	0	0	2300000	2300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	119	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	3	136	3000000000	1	10019	0	0	0	0	0	0	0	1		1	952:1:20:1	1
10036	天地狩猎者[一劫]	10020	2200	3	600000000	0	0	2800000	2800000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	32400000	2502	0	0	0	201	0	0	gw147	609	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	250	1	-1	-1	3	167	3600000000	1	10020	0	0	0	0	0	0	0	1		1	952:1:25:1	1
10037	狂飙毁灭者[二劫]	10021	2400	3	700000000	0	0	3300000	3300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	32400000	2502	0	0	0	201	0	0	gw147	129	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	300	1	-1	-1	3	167	4200000000	1	10021	0	0	0	0	0	0	0	1		1	952:1:25:1	1
10038	圣灵掌控者[三劫]	10022	2600	3	800000000	0	0	3800000	3800000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	32400000	2502	0	0	0	201	0	0	gw147	130	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	340	1	-1	-1	3	171	5200000000	1	10022	0	0	0	0	0	0	0	1		1	952:1:25:1	1
10039	罪恶开辟者[四劫]	10023	2800	3	900000000	0	0	4300000	4300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	32400000	2502	0	0	0	201	0	0	gw147	514	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	380	1	-1	-1	3	175	6200000000	1	10023	0	0	0	0	0	0	0	1		1	952:1:25:1	1
10040	毁天灭地圣妖[一重]	10024	3000	3	1000000000	0	0	5300000	5300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	54000000	2502	0	0	0	201	0	0	gw147	131	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	440	1	-1	-1	3	202	7500000000	1	10024	0	0	0	0	0	0	0	1		1	952:1:30:1	1
10041	碧血寒冰圣妖[二重]	10025	3200	3	1100000000	0	0	6300000	6300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	54000000	2502	0	0	0	201	0	0	gw147	132	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	480	1	-1	-1	3	202	9000000000	1	10025	0	0	0	0	0	0	0	1		1	952:1:30:1	1
10042	炽烈炎魔圣妖[三重]	10026	3400	3	1200000000	0	0	7300000	7300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	54000000	2502	0	0	0	201	0	0	gw147	133	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	520	1	-1	-1	3	208	10000000000	1	10026	0	0	0	0	0	0	0	1		1	952:1:30:1	1
10043	天下无敌圣妖[四重]	10027	3600	3	1300000000	0	0	8300000	8300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	54000000	2502	0	0	0	201	0	0	gw147	134	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	590	1	-1	-1	3	208	12000000000	1	10027	0	0	0	0	0	0	0	1		1	952:1:30:1	1
10044	不灭鲤魔神[远古BOSS]	10013	1300	3	250000000	0	0	800000	800000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	510	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	100	1	-1	-1	2	60	1300000000	1	11013	0	0	0	0	0	0	0	1		1	952:1:5:1	1
10045	通天元刹神[太古BOSS]	10014	1500	3	300000000	0	0	950000	950000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	2065	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	120	1	-1	-1	2	71	1600000000	1	11014	0	0	0	0	0	0	0	1		1	952:1:6:1	1
10046	虚空湮灭神[创世BOSS]	10015	1700	3	350000000	0	0	1100000	1100000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	2025	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	140	1	-1	-1	2	82	2000000000	1	11015	0	0	0	0	0	0	0	1		1	952:1:8:1	1
10047	霹雳金甲神[灭世BOSS]	9997	1900	3	400000000	0	0	1200000	1200000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	513	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	160	1	-1	-1	2	93	2200000000	1	11016	0	0	0	0	0	0	0	1		1	952:1:10:1	1
10048	冥界长歌神[灭世BOSS]	9997	1900	3	400000000	0	0	1200000	1200000	110000	110000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	126	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	160	1	-1	-1	2	93	2200000000	1	9997	0	0	0	0	0	0	0	1		1	952:1:10:1	1
10049	圣妖福利使者[全爆]	0	999	1	100000	0	0	1	1	1	1	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	107	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xff0dda	1	1:1	2	1	-1	-1	1	0	100000	0	10049	0	0	0	0	0	0	0	0		0	952:1:3:1	0
10050	圣妖福利吊炸天[全爆]	0	999	1	100000	0	0	1	1	1	1	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	107	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xff0dda	1	1:1	2	1	-1	-1	1	0	100000	0	10050	0	0	0	0	0	0	0	0		0	952:1:3:1	0
10051	灭神守护者[不爆]	9039	999	1	300000	0	0	8888888	8888888	888888	888888	100000	0	0	0	180	0	0	1000	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	142	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	1000000000	1	10051	0	0	0	0	0	0	0	1		0	952:1:3:1	1
11004	鬼魅老妖[妖级BOSS]	10004	300	1	2000000	0	0	5000	5000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	2038	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	2	1	-1	-1	1	0	2500000	1	11004	0	0	0	0	0	0	0	1		0	952:1:1:1	1
11005	狂暴斧王[魔级BOSS]	10005	400	1	3000000	0	0	8000	8000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	502	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	3	1	-1	-1	1	0	5000000	1	11005	0	0	0	0	0	0	0	1		0	952:1:1:1	1
11006	六翼霜蚣[王级BOSS]	10006	500	1	5000000	0	0	16000	16000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	2020	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	5	1	-1	-1	1	0	8000000	1	11006	0	0	0	0	0	0	0	1		0	952:1:1:1	1
11007	幽冥死神[帝级BOSS]	10007	600	1	10000000	0	0	24000	24000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2026	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	8	1	-1	-1	1	0	20000000	1	11007	0	0	0	0	0	0	0	1		0	952:1:2:1	1
11008	枯骨邪魔[仙级BOSS]	10008	700	2	20000000	0	0	32000	32000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2031	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	10	1	-1	-1	1	0	50000000	1	11008	0	0	0	0	0	0	0	1		0	952:1:2:1	1
11009	无常老道[神级BOSS]	10009	800	2	50000000	0	0	48000	48000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2027	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	20	1	-1	-1	1	22	120000000	1	11009	0	0	0	0	0	0	0	1		1	952:1:3:1	1
11010	幽焰天虎神[鸿蒙BOSS]	10010	1000	2	100000000	0	0	96000	96000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2041	zjg22	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	40	1	-1	-1	1	36	400000000	1	11010	0	0	0	0	0	0	0	1		1	952:1:4:1	1
11011	炼狱青锋神[盘古BOSS]	10011	1100	2	150000000	0	0	180000	180000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	508	zjg23	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	60	1	-1	-1	1	42	700000000	1	11011	0	0	0	0	0	0	0	1		1	952:1:4:1	1
11012	撼地牛魔神[上古BOSS]	10012	1200	2	200000000	0	0	350000	350000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	509	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	80	1	-1	-1	1	48	900000000	1	11012	0	0	0	0	0	0	0	1		1	952:1:5:1	1
11013	不灭鲤魔神[远古BOSS]	10013	1300	3	250000000	0	0	620000	620000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	510	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	100	1	-1	-1	2	60	1300000000	1	11013	0	0	0	0	0	0	0	1		1	952:1:5:1	1
11014	通天元刹神[太古BOSS]	10014	1500	3	300000000	0	0	950000	950000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	2065	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	120	1	-1	-1	2	71	1600000000	1	11014	0	0	0	0	0	0	0	1		1	952:1:6:1	1
11015	虚空湮灭神[创世BOSS]	10015	1700	3	350000000	0	0	1100000	1100000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	2025	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	140	1	-1	-1	2	82	2000000000	1	11015	0	0	0	0	0	0	0	1		1	952:1:8:1	1
11016	霹雳金甲神[灭世BOSS]	9997	1900	3	400000000	0	0	1200000	1200000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	513	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	160	1	-1	-1	2	93	2200000000	1	11016	0	0	0	0	0	0	0	1		1	952:1:10:1	1
12004	鬼魅老妖[妖级BOSS]	10004	300	1	2000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	2038	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	2	1	-1	-1	1	0	2500000	1	12004	0	0	0	0	0	0	0	1		1	952:1:1:1	1
12005	狂暴斧王[魔级BOSS]	10005	400	1	3000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	602	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	3	1	-1	-1	1	0	5000000	1	12005	0	0	0	0	0	0	0	1		1	952:1:1:1	1
12006	六翼霜蚣[王级BOSS]	10006	500	1	5000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	600000	2502	0	0	0	209	0	0	gw147	2020	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	5	1	-1	-1	1	0	8000000	1	12006	0	0	0	0	0	0	0	1		1	952:1:1:1	1
12007	幽冥死神[帝级BOSS]	10007	600	1	10000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2026	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	8	1	-1	-1	1	0	20000000	1	12007	0	0	0	0	0	0	0	1		1	952:1:2:1	1
12008	枯骨邪魔[仙级BOSS]	10008	700	2	20000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2031	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	10	1	-1	-1	1	0	50000000	1	12008	0	0	0	0	0	0	0	1		1	952:1:2:1	1
12009	无常老道[神级BOSS]	10009	800	2	50000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2027	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	20	1	-1	-1	1	0	120000000	1	12009	0	0	0	0	0	0	0	1		1	952:1:3:1	1
12010	幽焰天虎神[鸿蒙BOSS]	10010	1000	2	100000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	209	0	0	gw147	2041	zjg22	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	40	1	-1	-1	1	0	400000000	1	12010	0	0	0	0	0	0	0	1		1	952:1:4:1	1
12011	炼狱青锋神[盘古BOSS]	10011	1100	2	150000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	608	zjg23	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	60	1	-1	-1	1	0	700000000	1	12011	0	0	0	0	0	0	0	1		1	952:1:4:1	1
12012	撼地牛魔神[上古BOSS]	10012	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	609	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	80	1	-1	-1	1	0	900000000	1	12012	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12013	倭寇武士[上古BOSS]	10014	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	2506	0	0	0	201	0	0	gw147	136	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	900000000	1	12013	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12014	倭寇死神[上古BOSS]	10015	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	361	0	0	0	201	0	0	gw147	137	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	900000000	1	12014	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12015	测试BOSS	10014	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	2506	0	0	0	201	0	0	gw147	140	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	200000000	1	12015	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12016	测试BOSS	10015	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	361	0	0	0	201	0	0	gw147	141	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	200000000	1	12016	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12017	测试BOSS	10016	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	361	0	0	0	201	0	0	gw147	142	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	200000000	1	12017	0	0	0	0	0	0	0	1		1	952:1:5:1	1
12018	超级大鸟	0	1200	2	200000000	0	0	1	1	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10000	361	0	0	0	201	0	0	gw147	146	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	10	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	0	1	-1	-1	1	0	10000000000	1	12018	0	0	0	0	0	0	0	1		1	952:1:5:1	1
13009	鬼刃傀儡[神级BOSS]【任务】	10009	800	2	50000000	0	0	200000	200000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5000	2502	0	0	0	201	0	0	gw147	2034	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	100000000	0	13009	0	0	0	0	0	0	0	1		0	952:1:3:1	1
13010	血咒阴风神[鸿蒙BOSS]【任务】	10010	1000	2	100000000	0	0	350000	350000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	5000	2502	0	0	0	201	0	0	gw147	2070	zjg22	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	0	1	-1	-1	1	0	200000000	0	13010	0	0	0	0	0	0	0	1		0	952:1:4:1	1
