INT	INT	STRING	STRING	STRING	STRING	STRING
3205	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3206	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3207	4	3:10000	221:3000|267:7000|602:0	281:3000|327:7000|604:0	1161:10000	1141:10000
3181	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3182	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3183	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3184	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3185	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3186	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3187	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3191	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3192	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3193	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3194	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3195	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3196	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3197	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3201	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3202	5	4:10000	2:10000|47:0|602:0	101:10000|127:0|604:0	1021:10000	1001:10000
3203	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3204	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3205	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3206	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
3207	5	4:10000	221:10000|267:0|602:0	281:10000|327:0|604:0	1161:10000	1141:10000
2800	2	2:10000	1:1000|21:3000|601:6000	101:1000|121:3000|604:6000	-1	-1
2801	2	2:10000	1:1000|21:3000|601:6000	101:1000|121:3000|604:6000	-1	-1
2802	2	2:10000	1:1000|21:3000|601:6000	101:1000|121:3000|604:6000	-1	-1
3800	2	3:10000	2:1000|41:3000|602:6000	101:1000|121:3000|604:6000	1021:10000	1001:10000
3801	2	3:10000	2:1000|41:3000|602:6000	101:1000|121:3000|604:6000	1021:10000	1001:10000
3802	2	3:10000	2:1000|41:3000|602:6000	101:1000|121:3000|604:6000	1021:10000	1001:10000
4151	1	5:10000	3:3000|66:3000|603:4000	-1	-1	-1
4161	1	5:10000	3:3000|66:3000|603:4000	-1	-1	-1
4171	1	5:10000	3:3000|66:3000|603:4000	-1	-1	-1
4181	1	2:10000	3:3000|67:3000|603:4000	103:3000|167:3000|606:4000	-1	-1
4191	1	2:10000	3:3000|67:3000|603:4000	103:3000|167:3000|606:4000	-1	-1
4201	1	2:10000	3:3000|67:3000|603:4000	103:3000|167:3000|606:4000	-1	-1
4211	1	6:10000	3:3000|68:3000|603:4000	103:3000|168:3000|606:4000	-1	1002:10000
4221	1	6:10000	3:3000|68:3000|603:4000	103:3000|168:3000|606:4000	-1	1002:10000
4231	1	6:10000	3:3000|68:3000|603:4000	103:3000|168:3000|606:4000	-1	1002:10000
4241	1	4:10000	3:3000|69:3000|603:4000	103:3000|169:3000|606:4000	1022:10000	1002:10000
4251	1	4:10000	3:3000|69:3000|603:4000	103:3000|169:3000|606:4000	1022:10000	1002:10000
4261	1	4:10000	3:3000|69:3000|603:4000	103:3000|169:3000|606:4000	1022:10000	1002:10000
