INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT
6130	月缺诀Lv30	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6131	月缺诀Lv31	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6132	月缺诀Lv32	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6133	月缺诀Lv33	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6134	月缺诀Lv34	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6135	月缺诀Lv35	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6136	月缺诀Lv36	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6137	月缺诀Lv37	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6138	月缺诀Lv38	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6139	月缺诀Lv39	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6140	月缺诀Lv40	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6141	月缺诀Lv41	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6142	月缺诀Lv42	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6143	月缺诀Lv43	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6144	月缺诀Lv44	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6145	月缺诀Lv45	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6146	月缺诀Lv46	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6147	月缺诀Lv47	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6148	月缺诀Lv48	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6149	月缺诀Lv49	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6150	月缺诀Lv50	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6151	月缺诀Lv51	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6152	月缺诀Lv52	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6153	月缺诀Lv53	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6154	月缺诀Lv54	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6155	月缺诀Lv55	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6156	月缺诀Lv56	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6157	月缺诀Lv57	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6158	月缺诀Lv58	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6159	月缺诀Lv59	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6160	月缺诀Lv60	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6161	月缺诀Lv61	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6162	月缺诀Lv62	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6163	月缺诀Lv63	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6164	月缺诀Lv64	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6165	月缺诀Lv65	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6166	月缺诀Lv66	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6167	月缺诀Lv67	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6168	月缺诀Lv68	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6169	月缺诀Lv69	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6170	月缺诀Lv70	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6171	月缺诀Lv71	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6172	月缺诀Lv72	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6173	月缺诀Lv73	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6174	月缺诀Lv74	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6175	月缺诀Lv75	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6176	月缺诀Lv76	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6177	月缺诀Lv77	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6178	月缺诀Lv78	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6179	月缺诀Lv79	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6180	月缺诀Lv80	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6181	月缺诀Lv81	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6182	月缺诀Lv82	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6183	月缺诀Lv83	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6184	月缺诀Lv84	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6185	月缺诀Lv85	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6186	月缺诀Lv86	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6187	月缺诀Lv87	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6188	月缺诀Lv88	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6189	月缺诀Lv89	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6190	月缺诀Lv90	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6191	月缺诀Lv91	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6192	月缺诀Lv92	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6193	月缺诀Lv93	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6194	月缺诀Lv94	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6195	月缺诀Lv95	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6196	月缺诀Lv96	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6197	月缺诀Lv97	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6198	月缺诀Lv98	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6199	月缺诀Lv99	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
6200	月缺诀Lv100	6101	6101	1	6	3	1	0	0	1	0	0	-1	1000	-1	-1	1	60000	0	0	60	0	8	0	0	0	0	400	0	-1	-1	-1	-1	-1	0	1	0	6519	0	0	0	2	shengguangzhichui	1	8	2	5:0	0	0	0	0	0	0	1	1
