INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT
5703	5701	0	3	暗影猎杀2件Lv3	提升伤害、防御、移动速度	1	0	20000	0	4:0:880|5:0:880|33:0:65|6:0:880	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5704	5701	0	4	暗影猎杀2件Lv4	提升伤害、防御、移动速度	1	0	20000	0	4:0:1040|5:0:1040|33:0:65|6:0:1040	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5705	5701	0	5	暗影猎杀2件Lv5	提升伤害、防御、移动速度	1	0	20000	0	4:0:1200|5:0:1200|33:0:65|6:0:1200	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5706	5701	0	6	暗影猎杀2件Lv6	提升伤害、防御、移动速度	1	0	20000	0	4:0:1360|5:0:1360|33:0:65|6:0:1360	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5707	5701	0	7	暗影猎杀2件Lv7	提升伤害、防御、移动速度	1	0	20000	0	4:0:1520|5:0:1520|33:0:65|6:0:1520	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5708	5701	0	8	暗影猎杀2件Lv8	提升伤害、防御、移动速度	1	0	20000	0	4:0:1680|5:0:1680|33:0:65|6:0:1680	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5709	5701	0	9	暗影猎杀2件Lv9	提升伤害、防御、移动速度	1	0	20000	0	4:0:1840|5:0:1840|33:0:65|6:0:1840	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5710	5701	0	10	暗影猎杀2件Lv10	提升伤害、防御、移动速度	1	0	20000	0	4:0:2000|5:0:2000|33:0:65|6:0:2000	50	1	0	1	0	0	0	0	0	0	0	0	1	0	cike1000_nan	anhei_anying_chuxian	anhei_anying_xiaoshi	-1	0
5721	5721	0	1	暗影猎杀3件Lv1	提升闪避率	1	0	30000	0	19:0:53	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5722	5721	0	2	暗影猎杀3件Lv2	提升闪避率	1	0	30000	0	19:0:67	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5723	5721	0	3	暗影猎杀3件Lv3	提升闪避率	1	0	30000	0	19:0:82	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5724	5721	0	4	暗影猎杀3件Lv4	提升闪避率	1	0	30000	0	19:0:97	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5725	5721	0	5	暗影猎杀3件Lv5	提升闪避率	1	0	30000	0	19:0:112	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5726	5721	0	6	暗影猎杀3件Lv6	提升闪避率	1	0	30000	0	19:0:127	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5727	5721	0	7	暗影猎杀3件Lv7	提升闪避率	1	0	30000	0	19:0:142	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5728	5721	0	8	暗影猎杀3件Lv8	提升闪避率	1	0	30000	0	19:0:157	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5729	5721	0	9	暗影猎杀3件Lv9	提升闪避率	1	0	30000	0	19:0:172	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5730	5721	0	10	暗影猎杀3件Lv10	提升闪避率	1	0	30000	0	19:0:187	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5741	5741	0	1	暗影猎杀4件Lv1	提升伤害减免	1	0	30000	0	29:0:70	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5742	5741	0	2	暗影猎杀4件Lv2	提升伤害减免	1	0	30000	0	29:0:90	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5743	5741	0	3	暗影猎杀4件Lv3	提升伤害减免	1	0	30000	0	29:0:110	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5744	5741	0	4	暗影猎杀4件Lv4	提升伤害减免	1	0	30000	0	29:0:130	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5745	5741	0	5	暗影猎杀4件Lv5	提升伤害减免	1	0	30000	0	29:0:150	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5746	5741	0	6	暗影猎杀4件Lv6	提升伤害减免	1	0	30000	0	29:0:170	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5747	5741	0	7	暗影猎杀4件Lv7	提升伤害减免	1	0	30000	0	29:0:190	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5748	5741	0	8	暗影猎杀4件Lv8	提升伤害减免	1	0	30000	0	29:0:210	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5749	5741	0	9	暗影猎杀4件Lv9	提升伤害减免	1	0	30000	0	29:0:230	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
5750	5741	0	10	暗影猎杀4件Lv10	提升伤害减免	1	0	30000	0	29:0:250	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
100000	100000	0	1	至高天秘钥	可以前往至高天秘境下一层的秘钥	1	103	36000000	0	0	17	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
100001	100001	0	1	志高王王冠	这个家伙持有志高王的王冠	1	103	36000000	0	0	17	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
6001	6001	2	1	撕裂虚空LV1	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6002	6001	2	2	撕裂虚空LV2	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1136	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6003	6001	2	3	撕裂虚空LV3	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1232	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6004	6001	2	4	撕裂虚空LV4	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1328	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6005	6001	2	5	撕裂虚空LV5	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1424	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6006	6001	2	6	撕裂虚空LV6	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1600	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6007	6001	2	7	撕裂虚空LV7	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1696	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6008	6001	2	8	撕裂虚空LV8	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1792	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6009	6001	2	9	撕裂虚空LV9	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1872	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6010	6001	2	10	撕裂虚空LV10	使目标每秒受到闪电伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	2064	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
6021	6021	0	1	禁咒裁决Lv1	防御值降低，持续5秒	0	0	5000	0	6:-228:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6022	6021	0	2	禁咒裁决Lv2	防御值降低，持续5秒	0	0	5000	0	6:-336:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6023	6021	0	3	禁咒裁决Lv3	防御值降低，持续5秒	0	0	5000	0	6:-443:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6024	6021	0	4	禁咒裁决Lv4	防御值降低，持续5秒	0	0	5000	0	6:-551:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6025	6021	0	5	禁咒裁决Lv5	防御值降低，持续5秒	0	0	5000	0	6:-659:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6026	6021	0	6	禁咒裁决Lv6	防御值降低，持续5秒	0	0	5000	0	6:-875:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6027	6021	0	7	禁咒裁决Lv7	防御值降低，持续5秒	0	0	5000	0	6:-983:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6028	6021	0	8	禁咒裁决Lv8	防御值降低，持续5秒	0	0	5000	0	6:-1090:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6029	6021	0	9	禁咒裁决Lv9	防御值降低，持续5秒	0	0	5000	0	6:-1198:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
6030	6021	0	10	禁咒裁决Lv10	防御值降低，持续5秒	0	0	5000	0	6:-1414:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7001	7001	0	1	疾驰	移动速度提升100点，持续5秒	1	26	5000	0	33:0:300	20	1	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
7002	7002	0	1	装甲	防御提升100点，持续5秒	1	26	5000	0	6:0:1000000	20	1	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
7101	7101	0	1	弱点打击Lv1	寻找目标弱点并进行攻击，使目标防御降低，持续10秒	0	0	10000	0	6:-700:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7102	7101	0	2	弱点打击Lv2	寻找目标弱点并进行攻击，使目标防御降低，持续11秒	0	0	11000	0	6:-1000:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7103	7101	0	3	弱点打击Lv3	寻找目标弱点并进行攻击，使目标防御降低，持续12秒	0	0	12000	0	6:-1300:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7104	7101	0	4	弱点打击Lv4	寻找目标弱点并进行攻击，使目标防御降低，持续13秒	0	0	13000	0	6:-1600:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7105	7101	0	5	弱点打击Lv5	寻找目标弱点并进行攻击，使目标防御降低，持续14秒	0	0	14000	0	6:-1900:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7106	7101	0	6	弱点打击Lv6	寻找目标弱点并进行攻击，使目标防御降低，持续15秒	0	0	15000	0	6:-2200:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7107	7101	0	7	弱点打击Lv7	寻找目标弱点并进行攻击，使目标防御降低，持续16秒	0	0	16000	0	6:-2500:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7108	7101	0	8	弱点打击Lv8	寻找目标弱点并进行攻击，使目标防御降低，持续17秒	0	0	17000	0	6:-2900:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7109	7101	0	9	弱点打击Lv9	寻找目标弱点并进行攻击，使目标防御降低，持续18秒	0	0	18000	0	6:-3200:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
7110	7101	0	10	弱点打击Lv10	寻找目标弱点并进行攻击，使目标防御降低，持续19秒	0	0	19000	0	6:-3500:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
8001	8001	0	1	无敌圣光	传送至危险区域时，圣光将赐予祝福获得无敌效果，持续3秒	1	7	4000	10	16:0:9999999999	50	1	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11001	11001	0	1	愤怒	#debc6a|激活盘古斧后，攻击敌人时，5%几率触发|#00ff00|伤害加成10%|#debc6a|，持续5秒。	1	0	5000	0	15:0:100	93	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
11002	11002	0	1	抵抗	#debc6a|激活崆峒印后，受到攻击时，5%几率触发|#00ff00|伤害减免10%|#debc6a|，持续5秒。	1	0	5000	0	16:0:100	94	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
11010	11010	0	1	觉醒Lv1	加5%生命、攻击、防御，倍攻倍率提升1倍	1	113	300000	0	18:0:50|20:0:50|21:0:50|45:0:1000	90	1	0	1	0	0	0	5	0	0	0	0	1	0	-1	-1	-1	-1	0
11011	11010	0	2	觉醒Lv2	加10%生命、攻击、防御，倍攻倍率提升2倍	1	113	300000	0	18:0:100|20:0:100|21:0:100|45:0:2000	90	1	0	1	0	0	0	10	0	0	0	0	1	0	-1	-1	-1	-1	0
11012	11010	0	3	觉醒Lv3	加15%生命、攻击、防御，倍攻倍率提升3倍	1	113	300000	0	18:0:150|20:0:150|21:0:150|45:0:3000	90	1	0	1	0	0	0	15	0	0	0	0	1	0	-1	-1	-1	-1	0
11013	11010	0	4	觉醒Lv4	加20%生命、攻击、防御，倍攻倍率提升4倍	1	113	300000	0	18:0:200|20:0:200|21:0:200|45:0:4000	90	1	0	1	0	0	0	20	0	0	0	0	1	0	-1	-1	-1	-1	0
11014	11010	0	5	觉醒Lv5	加25%生命、攻击、防御，倍攻倍率提升5倍	1	113	300000	0	18:0:250|20:0:250|21:0:250|45:0:5000	90	1	0	1	0	0	0	25	0	0	0	0	1	0	-1	-1	-1	-1	0
11015	11010	0	6	觉醒Lv6	加30%生命、攻击、防御，倍攻倍率提升6倍	1	113	300000	0	18:0:300|20:0:300|21:0:300|45:0:6000	90	1	0	1	0	0	0	30	0	0	0	0	1	0	-1	-1	-1	-1	0
11016	11010	0	7	觉醒Lv7	加35%生命、攻击、防御，倍攻倍率提升7倍	1	113	300000	0	18:0:350|20:0:350|21:0:350|45:0:7000	90	1	0	1	0	0	0	35	0	0	0	0	1	0	-1	-1	-1	-1	0
11017	11010	0	8	觉醒Lv8	加40%生命、攻击、防御，倍攻倍率提升8倍	1	113	300000	0	18:0:400|20:0:400|21:0:400|45:0:8000	90	1	0	1	0	0	0	40	0	0	0	0	1	0	-1	-1	-1	-1	0
11018	11010	0	9	觉醒Lv9	加45%生命、攻击、防御，倍攻倍率提升9倍	1	113	300000	0	18:0:450|20:0:450|21:0:450|45:0:9000	90	1	0	1	0	0	0	45	0	0	0	0	1	0	-1	-1	-1	-1	0
11019	11010	0	10	觉醒Lv10	加50%生命、攻击、防御，倍攻倍率提升10倍	1	113	300000	0	18:0:500|20:0:500|21:0:500|45:0:10000	90	1	0	1	0	0	0	50	0	0	0	0	1	0	-1	-1	-1	-1	0
11020	11020	0	1	神圣觉醒Lv1	加10%生命、攻击、防御，倍攻倍率提升2倍	1	104	300000	0	18:0:100|20:0:100|21:0:100|45:0:1000	91	1	0	1	0	0	0	10	0	0	0	0	1	0	-1	-1	-1	-1	0
11021	11020	0	2	神圣觉醒Lv2	加20%生命、攻击、防御，倍攻倍率提升4倍	1	104	300000	0	18:0:200|20:0:200|21:0:200|45:0:2000	91	1	0	1	0	0	0	20	0	0	0	0	1	0	-1	-1	-1	-1	0
11022	11020	0	3	神圣觉醒Lv3	加30%生命、攻击、防御，倍攻倍率提升6倍	1	104	300000	0	18:0:300|20:0:300|21:0:300|45:0:3000	91	1	0	1	0	0	0	30	0	0	0	0	1	0	-1	-1	-1	-1	0
11023	11020	0	4	神圣觉醒Lv4	加40%生命、攻击、防御，倍攻倍率提升8倍	1	104	300000	0	18:0:400|20:0:400|21:0:400|45:0:4000	91	1	0	1	0	0	0	40	0	0	0	0	1	0	-1	-1	-1	-1	0
11024	11020	0	5	神圣觉醒Lv5	加50%生命、攻击、防御，倍攻倍率提升10倍	1	104	300000	0	18:0:500|20:0:500|21:0:500|45:0:5000	91	1	0	1	0	0	0	50	0	0	0	0	1	0	-1	-1	-1	-1	0
11025	11020	0	6	神圣觉醒Lv6	加60%生命、攻击、防御，倍攻倍率提升12倍	1	104	300000	0	18:0:600|20:0:600|21:0:600|45:0:6000	91	1	0	1	0	0	0	60	0	0	0	0	1	0	-1	-1	-1	-1	0
11026	11020	0	7	神圣觉醒Lv7	加70%生命、攻击、防御，倍攻倍率提升14倍	1	104	300000	0	18:0:700|20:0:700|21:0:700|45:0:7000	91	1	0	1	0	0	0	70	0	0	0	0	1	0	-1	-1	-1	-1	0
11027	11020	0	8	神圣觉醒Lv8	加80%生命、攻击、防御，倍攻倍率提升16倍	1	104	300000	0	18:0:800|20:0:800|21:0:800|45:0:8000	91	1	0	1	0	0	0	80	0	0	0	0	1	0	-1	-1	-1	-1	0
11028	11020	0	9	神圣觉醒Lv9	加90%生命、攻击、防御，倍攻倍率提升18倍	1	104	300000	0	18:0:900|20:0:900|21:0:900|45:0:9000	91	1	0	1	0	0	0	90	0	0	0	0	1	0	-1	-1	-1	-1	0
11029	11020	0	10	神圣觉醒Lv10	加100%生命、攻击、防御，倍攻倍率提升20倍	1	104	300000	0	18:0:1000|20:0:1000|21:0:1000|45:0:10000	91	1	0	1	0	0	0	100	0	0	0	0	1	0	-1	-1	-1	-1	0
11050	11050	0	1	霜冻LV1	#a54bfa|霜冻Lv1：0.5%概率对玩家造成冰冻3秒(PVP有效)	0	9	3000	0	0	16	1	2	1	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11051	11050	0	2	霜冻LV2	#a54bfa|霜冻Lv2：1%概率对玩家造成冰冻3秒(PVP有效)	0	9	3000	0	0	16	1	2	1	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11052	11050	0	3	霜冻LV3	#a54bfa|霜冻Lv3：1.5%概率对玩家造成冰冻3秒(PVP有效)	0	9	3000	0	0	16	1	2	1	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11053	11050	0	4	霜冻LV4	#a54bfa|霜冻Lv4：3%概率对玩家造成冰冻3秒(PVP有效)	0	9	3000	0	0	16	1	2	1	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11054	11050	0	5	霜冻LV5	#a54bfa|霜冻Lv5：5%概率对玩家造成冰冻3秒(PVP有效)	0	9	3000	0	0	16	1	2	1	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11060	11060	0	1	圣体LV1	#a54bfa|圣体Lv1：1%概率触发无敌3秒(PVP有效)	1	2	3000	0	0	62	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11061	11060	0	2	圣体LV2	#a54bfa|圣体Lv2：2%概率触发无敌3秒(PVP有效)	1	2	3000	0	0	62	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11062	11060	0	3	圣体LV3	#a54bfa|圣体Lv3：3%概率触发无敌3秒(PVP有效)	1	2	3000	0	0	62	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11063	11060	0	4	圣体LV4	#a54bfa|圣体Lv4：4%概率触发无敌4秒(PVP有效)	1	2	4000	0	0	62	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11064	11060	0	5	圣体LV5	#a54bfa|圣体Lv5：5%概率触发无敌5秒(PVP有效)	1	2	5000	0	0	62	1	6	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
11070	11070	0	1	鲲灵护体lv1	#debc6a|终北之北有溟海者，天池也，有鱼焉，其广数千里，其长称焉，其名为鲲。\n|#debc6a|大鱼可以抵御敌方|#00ff00|3次|#debc6a|技能伤害。(鬼影爪不计算在内)	1	11	10000	0	0	95	1	0	1	0	0	0	0	0	0	2	3	0	0	-1	-1	-1	-1	0
11071	11070	0	2	鲲灵护体lv2	#debc6a|终北之北有溟海者，天池也，有鱼焉，其广数千里，其长称焉，其名为鲲。\n|#debc6a|大鱼可以抵御敌方|#00ff00|3次|#debc6a|技能伤害。(鬼影爪不计算在内)	1	11	10000	0	0	95	1	0	1	0	0	0	0	0	0	2	3	0	0	-1	-1	-1	-1	0
11072	11070	0	3	鲲灵护体lv3	#debc6a|终北之北有溟海者，天池也，有鱼焉，其广数千里，其长称焉，其名为鲲。\n|#debc6a|大鱼可以抵御敌方|#00ff00|4次|#debc6a|技能伤害。(鬼影爪不计算在内)	1	11	10000	0	0	95	1	0	1	0	0	0	0	0	0	2	4	0	0	-1	-1	-1	-1	0
11073	11070	0	4	鲲灵护体lv4	#debc6a|终北之北有溟海者，天池也，有鱼焉，其广数千里，其长称焉，其名为鲲。\n|#debc6a|大鱼可以抵御敌方|#00ff00|4次|#debc6a|技能伤害。(鬼影爪不计算在内)	1	11	10000	0	0	95	1	0	1	0	0	0	0	0	0	2	4	0	0	-1	-1	-1	-1	0
11074	11070	0	5	鲲灵护体lv5	#debc6a|终北之北有溟海者，天池也，有鱼焉，其广数千里，其长称焉，其名为鲲。\n|#debc6a|大鱼可以抵御敌方|#00ff00|5次|#debc6a|技能伤害。(鬼影爪不计算在内)	1	11	10000	0	0	95	1	0	1	0	0	0	0	0	0	2	5	0	0	-1	-1	-1	-1	0
12001	12001	0	1	天人合一Lv1	#a54bfa|获得宠物|#00ff00|2.5%|#a54bfa|生命、防御、伤害追加	1	117	604800000	0	1:0:2000000|6:0:2500|7:0:3750|27:0:7500	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	81250
12002	12001	0	2	天人合一Lv2	#a54bfa|获得宠物|#00ff00|4%|#a54bfa|生命、防御、伤害追加	1	117	604800000	0	1:0:3200000|6:0:4000|7:0:6000|27:0:12000	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	130000
12003	12001	0	3	天人合一Lv3	#a54bfa|获得宠物|#00ff00|6%|#a54bfa|生命、防御、伤害追加	1	117	604800000	0	1:0:4800000|6:0:6000|7:0:9000|27:0:18000	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	195000
12004	12001	0	4	天人合一Lv4	#a54bfa|获得宠物|#00ff00|8.5%|#a54bfa|生命、防御、伤害追加\n生命低于|#00ff00|20%|#a54bfa|可触发攻击造成的最终伤害增幅|#00ff00|10%	1	117	604800000	0	1:0:6800000|6:0:8500|7:0:12750|27:0:25500	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	20:10	276250
12005	12001	0	5	天人合一Lv5	#a54bfa|获得宠物|#00ff00|11.5%|#a54bfa|生命、防御、伤害追加\n生命低于|#00ff00|20%|#a54bfa|可触发攻击造成的最终伤害增幅|#00ff00|20%	1	117	604800000	0	1:0:9200000|6:0:11500|7:0:17250|27:0:34500	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	20:20	373750
12006	12001	0	6	天人合一Lv6	#a54bfa|获得宠物|#00ff00|15%|#a54bfa|生命、防御、伤害追加\n生命低于|#00ff00|20%|#a54bfa|可触发攻击造成的最终伤害增幅|#00ff00|30%	1	117	604800000	0	1:0:12000000|6:0:15000|7:0:22500|27:0:45000	33	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	20:30	487500
13001	13001	0	1	龙神之怒Lv1	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加6倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:6000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13002	13001	0	2	龙神之怒Lv2	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加8倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:8000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13003	13001	0	3	龙神之怒Lv3	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加10倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:10000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13004	13001	0	4	龙神之怒Lv4	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加12倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:12000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13005	13001	0	5	龙神之怒Lv5	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加14倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:14000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13006	13001	0	6	龙神之怒Lv6	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加16倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:16000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13007	13001	0	7	龙神之怒Lv7	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加18倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:18000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13008	13001	0	8	龙神之怒Lv8	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加20倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:20000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13009	13001	0	9	龙神之怒Lv9	#debc6a|集齐龙神套装后，攻击敌人时，2.5%几率触发|#00ff00|倍攻增加22倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:22000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13010	13001	0	10	龙神之怒Lv10	#debc6a|集齐龙神套装后，攻击敌人时，3%几率触发|#00ff00|倍攻增加24倍|#debc6a|，持续5秒。	1	0	5000	0	45:0:24000	96	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
13021	216	0	1	轩辕剑试用	攻击速度提升500	1	0	100000	0	34:0:500	17	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
21001	21000	0	1	信仰之力Lv.1	#debc6a|自身生命低于30%触发，|#00ff00|伤害减免20%|#debc6a|，持续10秒，生命>30%效果消失	1	0	10000	0	16:0:200	501	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
21002	21000	0	2	信仰之力Lv.2	#debc6a|自身生命低于30%触发，|#00ff00|伤害减免25%|#debc6a|，持续10秒，生命>30%效果消失	1	0	10000	0	16:0:250	501	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0
