INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING
10254	追风了无痕·戒	7	26	26	1	6	10116	-1	15000	4:622|5:1555|6:530|7:1330	-1	大师的杰作	20252	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	15000	1	0	2083	0	1	-1	-1	0	4:622|5:1555|6:530|7:1330	0		0	15	0	0	0	0	1	-1	-1
10255	追风了无痕·带	4	26	26	1	6	66	-1	15000	4:533|5:1333|6:1066|7:2666	-1	大师的杰作	20257	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	0	15000	1	0	2084	0	1	-1	-1	0	4:533|5:1333|6:1066|7:2666	0		0	15	0	0	0	0	1	-1	-1
10256	疾风★时空逆流甲[妖]	2	31	31	1	7	-1	-1	0	4:1258|5:3145|6:6316|7:15792|1:731000|45:2400	21:80|3:180000	大师的杰作	20258	24	0	0	-1	0:zhanshi26_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:1258|5:3145|6:6316|7:15792|1:731000|45:2400	0		0	30	0	0	0	0	1	-1	-1
10257	追风了无痕·链	6	26	26	1	6	16	-1	15000	4:888|5:2222	-1	大师的杰作	20255	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	0	15000	1	0	2085	0	1	-1	-1	0	4:888|5:2222	0		0	15	0	0	0	0	1	-1	-1
10258	追风了无痕·镯	3	26	26	1	6	10166	-1	15000	4:622|5:1555|8:186	-1	大师的杰作	20254	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	15000	1	0	2086	0	1	-1	-1	0	4:622|5:1555|8:186	0		0	15	0	0	0	0	1	-1	-1
10259	追风了无痕·指	7	26	26	1	6	10166	-1	15000	4:622|5:1555|9:186	-1	大师的杰作	20252	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	15000	1	0	2087	0	1	-1	-1	0	4:622|5:1555|9:186	0		0	15	0	0	0	0	1	-1	-1
10260	追风了无痕·靴	5	26	26	1	6	66	-1	15000	6:1066|7:2666|4:533|5:1333	-1	大师的杰作	20256	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	0	15000	1	0	2088	0	1	-1	-1	0	6:1066|7:2666|4:533|5:1333	0		0	15	0	0	0	0	1	-1	-1
10261	辉煌★至尊荣耀剑[魔]	0	32	32	1	7	-1	-1	0	4:6329|5:15822|1:441000|45:6400|11:500	20:110	大师的杰作	20261	24	0	0	-1	0:zhanshi127_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:6329|5:15822|1:441000|45:6400|11:500	0		0	9999	0	0	0	0	1	-1	-1
10262	王者冠荣耀·盔	1	27	27	1	6	17	-1	20000	4:1000|5:2500	-1	大师的杰作	20263	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	0	20000	1	0	2089	0	1	-1	-1	0	4:1000|5:2500	0		0	9999	0	0	0	0	1	-1	-1
10263	王者冠荣耀·手	3	27	27	1	6	10117	-1	20000	4:700|5:1750|6:600|7:1500	-1	大师的杰作	20264	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	20000	1	0	2090	0	1	-1	-1	0	4:700|5:1750|6:600|7:1500	0		0	9999	0	0	0	0	1	-1	-1
10264	王者冠荣耀·戒	7	27	27	1	6	10117	-1	20000	4:700|5:1750|6:600|7:1500	-1	大师的杰作	20262	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	20000	1	0	2091	0	1	-1	-1	0	4:700|5:1750|6:600|7:1500	0		0	9999	0	0	0	0	1	-1	-1
10265	王者冠荣耀·带	4	27	27	1	6	67	-1	20000	4:600|5:1500|6:1200|7:3000	-1	大师的杰作	20267	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	0	20000	1	0	2092	0	1	-1	-1	0	4:600|5:1500|6:1200|7:3000	0		0	9999	0	0	0	0	1	-1	-1
10266	辉煌★至尊荣耀甲[魔]	2	32	32	1	7	-1	-1	0	4:1469|5:3673|6:7359|7:18399|1:853000|45:2500	21:110|3:207000	大师的杰作	20268	24	0	0	-1	0:zhanshi27_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:1469|5:3673|6:7359|7:18399|1:853000|45:2500	0		0	9999	0	0	0	0	1	-1	-1
10267	王者冠荣耀·链	6	27	27	1	6	17	-1	20000	4:1000|5:2500	-1	大师的杰作	20265	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	0	20000	1	0	2093	0	1	-1	-1	0	4:1000|5:2500	0		0	9999	0	0	0	0	1	-1	-1
10268	王者冠荣耀·镯	3	27	27	1	6	10167	-1	20000	4:700|5:1750|8:210	-1	大师的杰作	20264	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	20000	1	0	2094	0	1	-1	-1	0	4:700|5:1750|8:210	0		0	9999	0	0	0	0	1	-1	-1
10269	王者冠荣耀·指	7	27	27	1	6	10167	-1	20000	4:700|5:1750|9:210	-1	大师的杰作	20262	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	20000	1	0	2095	0	1	-1	-1	0	4:700|5:1750|9:210	0		0	9999	0	0	0	0	1	-1	-1
10270	王者冠荣耀·靴	5	27	27	1	6	67	-1	20000	6:1200|7:3000|4:600|5:1500	-1	大师的杰作	20266	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	0	20000	1	0	2096	0	1	-1	-1	0	6:1200|7:3000|4:600|5:1500	0		0	9999	0	0	0	0	1	-1	-1
10271	烈火★幻灭红莲剑[仙]	0	33	33	1	7	-1	-1	0	4:7231|5:18078|1:504000|45:6800|11:500	20:140	大师的杰作	20271	24	0	0	-1	0:zhanshi28_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:7231|5:18078|1:504000|45:6800|11:500	0		0	9999	0	0	0	0	1	-1	-1
10272	神芒耀九州·盔	1	28	28	1	6	18	-1	25000	4:1111|5:2777	-1	大师的杰作	20273	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	0	25000	1	0	2097	0	1	-1	-1	0	4:1111|5:2777	0		0	9999	0	0	0	0	1	-1	-1
10273	神芒耀九州·手	3	28	28	1	6	10118	-1	25000	4:777|5:1944|6:670|7:1670	-1	大师的杰作	20274	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	25000	1	0	2098	0	1	-1	-1	0	4:777|5:1944|6:670|7:1670	0		0	9999	0	0	0	0	1	-1	-1
10274	神芒耀九州·戒	7	28	28	1	6	10118	-1	25000	4:777|5:1944|6:670|7:1670	-1	大师的杰作	20272	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	25000	1	0	2099	0	1	-1	-1	0	4:777|5:1944|6:670|7:1670	0		0	9999	0	0	0	0	1	-1	-1
10275	神芒耀九州·带	4	28	28	1	6	68	-1	25000	4:666|5:1666|6:1333|7:3333	-1	大师的杰作	20277	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	0	25000	1	0	2100	0	1	-1	-1	0	4:666|5:1666|6:1333|7:3333	0		0	9999	0	0	0	0	1	-1	-1
10276	烈火★幻灭红莲甲[仙]	2	33	33	1	7	-1	-1	0	4:1679|5:4200|6:8402|7:21006|1:975000|45:2700	21:140|3:233000	大师的杰作	20278	24	0	0	-1	0:zhanshi28_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:1679|5:4200|6:8402|7:21006|1:975000|45:2700	0		0	9999	0	0	0	0	1	-1	-1
10277	神芒耀九州·链	6	28	28	1	6	18	-1	25000	4:1111|5:2777	-1	大师的杰作	20275	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	0	25000	1	0	2101	0	1	-1	-1	0	4:1111|5:2777	0		0	9999	0	0	0	0	1	-1	-1
10278	神芒耀九州·镯	3	28	28	1	6	10168	-1	25000	4:777|5:1944|8:234	-1	大师的杰作	20274	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	25000	1	0	2102	0	1	-1	-1	0	4:777|5:1944|8:234	0		0	9999	0	0	0	0	1	-1	-1
10279	神芒耀九州·指	7	28	28	1	6	10168	-1	25000	4:777|5:1944|9:234	-1	大师的杰作	20272	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	25000	1	0	2103	0	1	-1	-1	0	4:777|5:1944|9:234	0		0	9999	0	0	0	0	1	-1	-1
10280	神芒耀九州·靴	5	28	28	1	6	68	-1	25000	6:1333|7:3333|4:666|5:1666	-1	大师的杰作	20276	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	0	25000	1	0	2104	0	1	-1	-1	0	6:1333|7:3333|4:666|5:1666	0		0	9999	0	0	0	0	1	-1	-1
10281	嗜血★紫金盘龙剑[神]	0	34	34	1	7	-1	-1	0	4:8135|5:20337|1:568000|45:7200|11:500	20:170	大师的杰作	20281	24	0	0	-1	0:zhanshi129_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:8135|5:20337|1:568000|45:7200|11:500	0		0	9999	0	0	0	0	1	-1	-1
10282	杀戮问苍天·盔	1	29	29	1	6	19	-1	30000	4:1222|5:3055	-1	大师的杰作	20283	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	0	30000	1	0	2105	0	1	-1	-1	0	4:1222|5:3055	0		0	9999	0	0	0	0	1	-1	-1
10283	杀戮问苍天·手	3	29	29	1	6	10119	-1	30000	4:855|5:2138|6:730|7:1830	-1	大师的杰作	20284	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	30000	1	0	2106	0	1	-1	-1	0	4:855|5:2138|6:730|7:1830	0		0	9999	0	0	0	0	1	-1	-1
10284	杀戮问苍天·戒	7	29	29	1	6	10119	-1	30000	4:855|5:2138|6:730|7:1830	-1	大师的杰作	20282	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	30000	1	0	2107	0	1	-1	-1	0	4:855|5:2138|6:730|7:1830	0		0	9999	0	0	0	0	1	-1	-1
10285	杀戮问苍天·带	4	29	29	1	6	69	-1	30000	4:733|5:1833|6:1466|7:3666	-1	大师的杰作	20287	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	0	30000	1	0	2108	0	1	-1	-1	0	4:733|5:1833|6:1466|7:3666	0		0	9999	0	0	0	0	1	-1	-1
10286	嗜血★紫金盘龙甲[神]	2	34	34	1	7	-1	-1	0	4:1890|5:4728|6:9444|7:23611|1:1097000|45:2900	21:170|3:260000	大师的杰作	20288	24	0	0	-1	0:zhanshi29_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:1890|5:4728|6:9444|7:23611|1:1097000|45:2900	0		0	9999	0	0	0	0	1	-1	-1
10287	杀戮问苍天·链	6	29	29	1	6	19	-1	30000	4:1222|5:3055	-1	大师的杰作	20285	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	0	30000	1	0	2109	0	1	-1	-1	0	4:1222|5:3055	0		0	9999	0	0	0	0	1	-1	-1
10288	杀戮问苍天·镯	3	29	29	1	6	10169	-1	30000	4:855|5:2138|8:256	-1	大师的杰作	20284	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	30000	1	0	2110	0	1	-1	-1	0	4:855|5:2138|8:256	0		0	9999	0	0	0	0	1	-1	-1
10289	杀戮问苍天·指	7	29	29	1	6	10169	-1	30000	4:855|5:2138|9:256	-1	大师的杰作	20282	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	30000	1	0	2111	0	1	-1	-1	0	4:855|5:2138|9:256	0		0	9999	0	0	0	0	1	-1	-1
10290	杀戮问苍天·靴	5	29	29	1	6	69	-1	30000	6:1466|7:3666|4:733|5:1833	-1	大师的杰作	20286	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	8	#F5E8BF|暗金	0	0	0	30000	1	0	2112	0	1	-1	-1	0	6:1466|7:3666|4:733|5:1833	0		0	9999	0	0	0	0	1	-1	-1
10291	死神★无坚不摧剑[圣]	0	35	35	1	7	-1	-1	0	4:9037|5:22593|1:631000|45:7600|11:500	20:200	大师的杰作	20291	24	0	0	-1	0:zhanshi131_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	1	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:9037|5:22593|1:631000|45:7600|11:500	0		0	9999	0	0	0	0	1	-1	-1
10292	狂霸战天下·盔	1	30	30	1	6	20	-1	35000	4:1333|5:3333	-1	大师的杰作	20273	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	3	#F5E8BF|暗金	0	0	0	35000	1	0	2113	0	1	-1	-1	0	4:1333|5:3333	0		0	9999	0	0	0	0	1	-1	-1
10293	狂霸战天下·手	3	30	30	1	6	10120	-1	35000	4:933|5:2333|6:800|7:2000	-1	大师的杰作	20274	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	7	#F5E8BF|暗金	0	0	0	35000	1	0	2114	0	1	-1	-1	0	4:933|5:2333|6:800|7:2000	0		0	9999	0	0	0	0	1	-1	-1
10294	狂霸战天下·戒	7	30	30	1	6	10120	-1	35000	4:933|5:2333|6:800|7:2000	-1	大师的杰作	20272	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	6	#F5E8BF|暗金	0	0	0	35000	1	0	2115	0	1	-1	-1	0	4:933|5:2333|6:800|7:2000	0		0	9999	0	0	0	0	1	-1	-1
10295	狂霸战天下·带	4	30	30	1	6	70	-1	35000	4:799|5:1999|6:1600|7:4000	-1	大师的杰作	20277	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	4	#F5E8BF|暗金	0	0	0	35000	1	0	2116	0	1	-1	-1	0	4:799|5:1999|6:1600|7:4000	0		0	9999	0	0	0	0	1	-1	-1
10296	死神★无坚不摧甲[圣]	2	35	35	1	7	-1	-1	0	4:2101|5:5254|6:10487|7:26219|1:1219000|45:3100	21:200|3:287000	大师的杰作	20298	24	0	0	-1	0:zhanshi31_nan	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	2	#F5E8BF|暗金	0	0	0	0	1	dropEffect_hong	0	0	1	-1	10	0	4:2101|5:5254|6:10487|7:26219|1:1219000|45:3100	0		0	9999	0	0	0	0	1	-1	-1
10297	狂霸战天下·链	6	30	30	1	6	20	-1	35000	4:1333|5:3333	-1	大师的杰作	20275	24	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	5	#F5E8BF|暗金	0	0	0	35000	1	0	2117	0	1	-1	-1	0	4:1333|5:3333	0		0	9999	0	0	0	0	1	-1	-1
