INT	STRING	INT	STRING	STRING	STRING	INT	STRING
1873	召唤地狱火伤害和范围Lv3	1	无	无	无	0	-1
1874	召唤地狱火伤害和范围Lv4	1	无	无	无	0	-1
1875	召唤地狱火伤害和范围Lv5	1	无	无	无	0	-1
1876	召唤地狱火伤害和范围Lv6	1	无	无	无	0	-1
1877	召唤地狱火伤害和范围Lv7	1	无	无	无	0	-1
1878	召唤地狱火伤害和范围Lv8	1	无	无	无	0	-1
1879	召唤地狱火伤害和范围Lv9	1	无	无	无	0	-1
1880	召唤地狱火伤害和范围Lv10	1	无	无	无	0	-1
2051	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2052	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2053	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2054	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2055	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2056	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2057	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2058	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2059	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2060	旋转飞刃后续伤害和范围	1	无	无	无	0	-1
2071	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2072	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2073	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2074	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2075	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2076	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2077	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2078	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2079	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2080	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2151	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2152	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2153	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2154	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2155	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2156	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2157	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2158	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2159	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2160	幻影之舞后续伤害和范围	1	无	无	无	0	-1
2401	隔月斩(怪物)	1	无	无	无	0	-1
2402	旋风剑法(怪物)	1	无	无	无	0	-1
2403	炼狱剑法(怪物)	1	无	无	无	0	-1
2404	鬼影爪(怪物)	1	无	无	无	0	-1
2405	圣体盾(怪物)	1	无	无	无	0	-1
2406	飞天一剑(怪物)	1	无	无	无	0	-1
2407	开天斩(怪物)	1	无	无	无	0	-1
2408	复仇之血（长老）	1	无	无	无	0	-1
2409	隔月斩(守卫)	1	无	无	无	0	-1
2410	火焰范围（怪物）	1	无	无	无	0	-1
2501	远程怪物物理攻击	1	无	无	无	0	-1
2502	超近程怪物攻击	1	无	无	无	0	-1
2503	怪物物理攻击	1	无	无	无	0	-1
2504	怪物快速物理攻击	1	无	无	无	0	-1
2505	怪物诅咒物理攻击	1	无	无	无	0	-1
2506	怪物远程火球术	1	无	无	无	0	-1
2507	怪物剧毒新星	1	无	无	无	0	-1
2508	怪物暴风雪	1	无	无	无	0	-1
2509	怪物暴风雪伤害和范围	1	无	无	无	0	-1
2510	怪物闪电陷阱	1	无	无	无	0	-1
2511	闪电陷阱后续伤害和范围	1	无	无	无	0	-1
2512	怪物传送	1	无	无	无	0	-1
2513	怪物火焰魔眼	1	无	无	无	0	-1
2514	怪物远程冰锥术	1	无	无	无	0	-1
2515	怪物远程白骨术	1	无	无	无	0	-1
2516	BOSS远程白骨术	1	无	无	无	0	-1
2517	BOSS中距离物理攻击	1	无	无	无	0	-1
2518	小怪攻击(全体)	1	无	无	无	0	-1
2519	典狱长攻击	1	无	无	无	0	-1
3001	宠物普攻	1	物理	攻击目标，造成基础伤害100%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3002	宠物普攻	1	物理	攻击目标，造成基础伤害105%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3003	宠物普攻	1	物理	攻击目标，造成基础伤害110%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3004	宠物普攻	1	物理	攻击目标，造成基础伤害115%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3005	宠物普攻	1	物理	攻击目标，造成基础伤害120%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3006	宠物普攻	1	物理	攻击目标，造成基础伤害125%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3007	宠物普攻	1	物理	攻击目标，造成基础伤害130%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3008	宠物普攻	1	物理	攻击目标，造成基础伤害135%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3009	宠物普攻	1	物理	攻击目标，造成基础伤害140%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3010	宠物普攻	1	物理	攻击目标，造成基础伤害145%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3021	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害60%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3022	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害65%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3023	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害70%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3024	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害75%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3025	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害80%的闪电伤害	#00ff00|造成的伤害提升20%	402	-1
3026	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害100%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3027	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害105%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3028	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害110%的闪电伤害	#00ff00|造成的伤害提升5%	402	-1
3029	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害115%的闪电伤害	#00ff00|造成的伤害提升15%	402	-1
3030	鹰击长空	1	闪电	向前方释放雷霆猎鹰，对路径上最多4个敌人造成基础伤害130%的闪电伤害	#00ff00|技能已达到最高等级	402	-1
3061	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标700点防御值持续10秒	#00ff00|造成的伤害提升0%	403	-1
3062	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标1000点防御值持续11秒	#00ff00|造成的伤害提升0%	403	-1
3063	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标1300点防御值持续12秒	#00ff00|造成的伤害提升0%	403	-1
3064	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标1600点防御值持续13秒	#00ff00|造成的伤害提升0%	403	-1
3065	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标1900点防御值持续14秒	#00ff00|造成的伤害提升0%	403	-1
3066	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标2200点防御值持续15秒	#00ff00|造成的伤害提升0%	403	-1
3067	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标2500点防御值持续16秒	#00ff00|造成的伤害提升0%	403	-1
3068	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标2900点防御值持续17秒	#00ff00|造成的伤害提升0%	403	-1
3069	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标3200点防御值持续18秒	#00ff00|造成的伤害提升0%	403	-1
3070	弱点打击	1	闪电	对目标弱点进行打击，对目标造成伤害的同时降低目标3500点防御值持续19秒	#00ff00|技能已达到最高等级	403	-1
3101	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3102	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3103	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3104	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3105	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3106	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3107	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3108	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3109	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3110	佣兵弱点打击伤害和范围	1	闪电	无	无	403	-1
3201	雷霆肆虐	1	物理	对全屏敌人造成281.25%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3202	雷霆肆虐	1	物理	对全屏敌人造成330%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3203	雷霆肆虐	1	物理	对全屏敌人造成378.75%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3204	雷霆肆虐	1	物理	对全屏敌人造成427.5%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3205	雷霆肆虐	1	物理	对全屏敌人造成476.25%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3206	雷霆肆虐	1	物理	对全屏敌人造成525%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3207	雷霆肆虐	1	物理	对全屏敌人造成573.75%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3208	雷霆肆虐	1	物理	对全屏敌人造成622.5%的基础伤害	#00ff00|造成的伤害提升48.75%	411	-1
3209	雷霆肆虐	1	物理	对全屏敌人造成671.25%的基础伤害	#00ff00|造成的伤害提升0%	411	-1
3210	雷霆肆虐	1	物理	对全屏敌人造成720%的基础伤害	#00ff00|技能已达到最高等级	411	-1
3301	先祖之魂	1	无	无	无	0	-1
3302	先祖之魂	1	无	无	无	0	-1
3303	先祖之魂	1	无	无	无	0	-1
3304	先祖之魂	1	无	无	无	0	-1
3305	先祖之魂	1	无	无	无	0	-1
3306	先祖之魂	1	无	无	无	0	-1
3307	先祖之魂	1	无	无	无	0	-1
3308	先祖之魂	1	无	无	无	0	-1
3309	先祖之魂	1	无	无	无	0	-1
3310	先祖之魂	1	无	无	无	0	-1
3321	御法者	1	无	无	无	0	-1
3322	御法者	1	无	无	无	0	-1
3322	暗影猎杀	1	无	无	无	0	-1
3323	御法者	1	无	无	无	0	-1
3323	暗影猎杀	1	无	无	无	0	-1
3324	御法者	1	无	无	无	0	-1
3324	暗影猎杀	1	无	无	无	0	-1
3325	御法者	1	无	无	无	0	-1
3325	暗影猎杀	1	无	无	无	0	-1
3326	御法者	1	无	无	无	0	-1
3326	暗影猎杀	1	无	无	无	0	-1
3327	御法者	1	无	无	无	0	-1
3327	暗影猎杀	1	无	无	无	0	-1
3328	御法者	1	无	无	无	0	-1
3328	暗影猎杀	1	无	无	无	0	-1
3329	御法者	1	无	无	无	0	-1
3329	暗影猎杀	1	无	无	无	0	-1
3330	御法者	1	无	无	无	0	-1
3330	暗影猎杀	1	无	无	无	0	-1
3341	暗影猎杀	1	无	无	无	0	-1
3401	火炮	1	火焰	对目标区域内的10个敌人造成192%的基础伤害	无	403	-1
3421	疾驰	1	无	提升100点移动速度	无	91	-1
3441	装甲	1	无	提升100点防御值	无	411	-1
3461	下车	1	无	点击离开战车	无	411	-1
3481	无限传送	2	无	#debc6a|激活昆仑镜后，可以免费|#00ff00|无限|#debc6a|次使用传送功能。	无	501	-1
3482	麻痹	2	无	#debc6a|激活昊天塔后，有一定几率|#00ff00|石化|#debc6a|敌人。	无	502	-1
3485	重生	2	无	#debc6a|激活女娲石后，死亡后可原地|#00ff00|重生|#debc6a|一次，回复20%生命，冷却3分钟。	无	505	-1
3486	幸运爆率	2	无	#debc6a|激活炼妖壶后，打怪|#00ff00|爆率|#debc6a|增加50%。	无	506	-1
3487	疾风之力	2	无	#debc6a|激活轩辕剑后，|#00ff00|攻击速度|#debc6a|增加500。	无	507	-1
3490	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免2%|#debc6a|。	无	415	-1
3491	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免4%|#debc6a|。	无	415	-1
3492	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免6%|#debc6a|。	无	415	-1
3493	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免8%|#debc6a|。	无	415	-1
3494	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免10%|#debc6a|。	无	415	-1
3495	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免12%|#debc6a|。	无	415	-1
3496	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免14%|#debc6a|。	无	415	-1
3497	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免16%|#debc6a|。	无	415	-1
3498	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免18%|#debc6a|。	无	415	-1
3499	戮力同心	2	无	#debc6a|公会宣战后激活，|#00ff00|宣战期间|#debc6a|，本公会成员被敌方公会玩家攻击时|#00ff00|伤害减免20%|#debc6a|。	无	415	-1
3501	基本剑术	1	物理	攻击目标，造成基础伤害80%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3502	基本剑术	1	物理	攻击目标，造成基础伤害85%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3503	基本剑术	1	物理	攻击目标，造成基础伤害90%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3504	基本剑术	1	物理	攻击目标，造成基础伤害95%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3505	基本剑术	1	物理	攻击目标，造成基础伤害100%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3506	基本剑术	1	物理	攻击目标，造成基础伤害105%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3507	基本剑术	1	物理	攻击目标，造成基础伤害110%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3508	基本剑术	1	物理	攻击目标，造成基础伤害115%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3509	基本剑术	1	物理	攻击目标，造成基础伤害120%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3510	基本剑术	1	物理	攻击目标，造成基础伤害125%的物理伤害	#00ff00|造成的伤害提升5%	81	-1
3521	隔月斩	1	物理	#debc6a|会对前面施展隔位斩击，攻击直线上两个目标。\n|#debc6a|对目标造成|#00ff00|100%|#debc6a|物理伤害，隔位目标破防。	#debc6a|会对前面施展隔位斩击，攻击直线上两个目标。\n|#debc6a|对目标造成|#00ff00|101%|#debc6a|物理伤害，隔位目标破防。	1	-1
3522	隔月斩	1	物理	#debc6a|会对前面施展隔位斩击，攻击直线上两个目标。\n|#debc6a|对目标造成|#00ff00|101%|#debc6a|物理伤害，隔位目标破防。	#debc6a|会对前面施展隔位斩击，攻击直线上两个目标。\n|#debc6a|对目标造成|#00ff00|102%|#debc6a|物理伤害，隔位目标破防。	1	-1
